,school,Medu,Fedu,guardian,traveltime,studytime,failures,schoolsup,famsup,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,address_type_Urban,famsize_BIG_FAMILY,Pstatus_Together,Mjob_at_home,Mjob_health,Mjob_services,Mjob_teacher,Fjob_at_home,Fjob_health,Fjob_services,Fjob_teacher,reason_course,reason_home,reason_reputation,tutor,Testcol
342,GP,4,3,other,2,2,0,0,1,0,1,1,1,1,4,4,5,1,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,16.75
343,GP,4,3,father,1,4,0,0,1,0,1,1,1,0,4,3,3,1,1,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,20.75
344,GP,4,4,mother,1,1,0,0,1,0,1,1,1,1,1,4,2,2,2,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,16.0
345,GP,4,4,mother,1,2,0,0,1,0,1,1,1,1,4,2,4,1,1,4,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,22.0
346,GP,4,4,father,2,1,0,0,0,0,1,1,1,0,4,1,1,2,2,5,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,19.0
347,GP,4,4,mother,2,3,0,0,1,1,1,1,1,0,5,3,4,1,1,5,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,29.0
348,GP,4,2,mother,2,3,0,0,1,0,1,1,1,0,4,3,3,1,1,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,19.5
349,GP,3,2,father,1,4,0,0,1,1,0,1,1,0,5,2,2,1,2,5,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,26.25
350,GP,2,1,mother,2,3,1,0,0,1,1,1,1,1,4,3,1,1,1,5,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,19.75
351,GP,3,2,other,1,1,2,0,0,1,1,1,0,0,5,5,3,1,1,5,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,21.25
352,GP,3,3,father,1,2,0,0,0,1,1,1,0,1,4,5,3,1,2,5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,20.5
353,GP,1,4,mother,1,2,0,1,1,0,0,1,0,1,3,4,4,1,2,5,2,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,17.25
354,GP,2,1,mother,2,2,0,0,1,1,1,1,1,0,5,3,3,1,2,1,2,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,18.75
355,GP,2,3,father,2,2,0,0,0,1,1,1,1,1,4,2,1,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,20.25
356,GP,4,4,mother,1,1,0,0,0,1,1,1,1,0,4,4,4,1,1,5,2,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,23.0
357,GP,4,3,mother,1,3,0,0,1,1,1,1,1,1,4,3,4,1,1,5,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,26.75
358,GP,4,3,mother,2,1,0,0,1,0,1,1,1,0,3,2,4,1,4,1,8,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,13.75
359,GP,3,4,father,1,3,0,0,1,1,0,1,1,0,4,3,4,2,5,5,2,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,21.75
360,GP,3,3,father,1,2,0,0,1,0,1,1,1,0,4,1,4,1,1,3,8,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,18.5
361,GP,4,2,mother,2,2,0,0,1,1,1,1,1,1,5,4,4,1,1,1,9,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,22.5
362,GP,4,4,mother,1,2,0,0,1,0,1,1,1,0,4,4,4,3,3,5,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,19.0
363,GP,3,4,mother,1,1,0,0,1,1,1,1,1,1,5,4,4,1,1,1,4,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,23.75
364,GP,4,4,mother,1,1,0,0,0,1,1,1,1,0,5,3,4,1,2,5,2,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,23.0
365,GP,4,3,mother,1,2,0,0,1,0,1,1,1,1,5,2,2,1,2,5,14,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,23.75
366,GP,3,3,mother,1,2,0,1,1,0,1,1,1,0,5,3,3,1,1,5,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,22.5
367,GP,2,1,father,1,2,0,0,0,1,1,1,1,0,4,2,3,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,12.75
368,GP,4,4,father,1,1,0,0,1,0,1,1,1,0,4,2,5,3,4,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,17.0
369,GP,1,1,other,3,3,0,0,0,1,1,0,0,1,1,5,5,4,3,5,12,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1.5
370,GP,1,1,other,3,2,2,0,1,0,0,1,1,1,5,3,4,1,1,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15.5
371,GP,2,2,mother,1,1,0,0,1,1,1,1,1,1,4,3,5,2,4,5,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,18.0
372,GP,2,2,mother,1,2,0,0,1,0,1,1,0,1,4,2,2,1,1,3,4,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,18.0
373,GP,2,2,mother,1,3,0,0,1,1,1,1,1,0,3,3,2,2,2,3,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,20.0
374,GP,3,1,father,1,3,0,0,1,0,0,1,1,0,3,4,3,2,3,5,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,15.0
375,GP,0,2,father,2,3,0,0,0,0,1,1,1,0,3,3,3,2,3,2,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,4.5
376,GP,1,1,mother,2,3,0,0,0,1,1,1,1,0,4,5,5,1,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,10.5
377,GP,4,4,mother,1,3,0,0,0,1,1,1,1,0,4,3,3,2,2,3,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,20.0
378,GP,3,3,mother,1,1,0,0,0,1,0,1,1,0,4,3,5,3,5,5,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,13.5
379,GP,2,2,mother,4,1,0,0,1,0,1,1,1,0,4,4,5,5,5,4,2,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,8.0
380,GP,4,4,mother,1,3,0,0,1,1,1,1,1,0,5,4,4,1,3,4,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,26.0
381,GP,4,4,mother,2,3,0,0,1,0,0,1,1,1,4,3,3,1,2,4,4,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,22.0
382,GP,3,3,mother,1,1,0,0,1,1,1,1,1,0,4,2,5,2,5,5,2,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,19.5
383,GP,2,2,mother,1,4,0,0,1,1,1,1,1,0,4,5,5,2,4,5,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,18.0
384,GP,3,2,other,1,1,0,0,1,0,0,1,0,1,5,3,4,2,2,5,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,18.25
385,GP,2,2,mother,4,2,0,0,0,1,1,1,0,1,4,2,5,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,14.0
386,GP,2,4,father,1,3,0,0,1,0,1,1,1,1,4,4,3,1,1,5,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,21.5
387,GP,2,2,mother,1,1,0,0,0,0,0,1,1,0,5,4,2,1,2,5,6,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,15.0
388,GP,3,3,mother,1,2,0,0,0,1,1,1,1,0,5,3,4,1,1,4,8,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,20.5
389,GP,2,2,other,1,2,0,0,0,1,0,1,1,1,4,3,3,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,16.0
390,GP,2,2,mother,2,4,0,0,0,1,1,1,0,0,4,4,4,1,1,4,6,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,17.0
391,GP,3,4,mother,1,3,0,0,0,0,1,1,1,0,4,4,5,1,3,5,8,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,13.75
392,GP,3,2,mother,1,2,0,0,1,0,1,1,1,1,4,3,2,2,3,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,15.25
393,GP,3,3,mother,1,4,0,0,1,0,1,1,1,0,5,3,3,1,1,1,4,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,18.5
394,GP,3,2,mother,1,2,0,0,1,0,1,1,1,0,4,3,3,2,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,14.25
395,GP,4,4,father,1,2,0,0,1,1,1,1,1,0,4,3,3,2,2,2,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,24.0
396,GP,3,4,mother,1,2,0,0,0,1,1,1,1,1,4,3,3,1,3,5,6,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,20.75
397,GP,2,2,father,1,2,0,0,1,0,1,1,1,1,3,3,1,1,2,4,18,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,18.0
398,GP,2,3,mother,1,3,0,0,1,0,1,1,1,0,4,3,3,1,2,3,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,17.25
399,GP,3,2,mother,1,3,0,0,0,0,1,1,1,1,5,4,3,2,3,1,4,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,9.25
400,GP,4,3,mother,1,3,0,0,0,0,1,1,1,1,5,3,2,1,2,4,4,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,17.75
401,GP,4,3,mother,1,3,0,0,1,0,1,1,1,1,5,4,5,2,3,5,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,18.75
402,GP,4,3,mother,1,3,0,0,1,1,1,1,1,1,4,4,3,1,3,4,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,24.75
403,GP,2,1,mother,2,2,0,0,1,1,1,1,1,1,4,3,4,2,2,1,10,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,15.75
404,GP,2,1,mother,1,2,0,0,1,1,1,1,1,0,4,3,5,2,4,4,4,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,15.75
405,GP,2,3,other,2,1,1,0,0,0,1,0,1,0,2,2,3,3,4,5,16,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.25
406,GP,3,1,mother,1,1,1,0,1,0,1,1,1,1,4,1,2,1,1,3,6,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,18.0
407,GP,4,4,other,1,3,2,0,0,1,1,1,1,0,3,3,2,1,1,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,24.0
408,GP,2,2,mother,1,2,0,0,1,1,0,0,1,0,4,4,4,1,3,3,11,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,14.0
409,GP,3,4,other,1,2,0,0,0,1,1,1,1,1,4,3,5,1,4,2,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.75
410,GP,2,2,mother,1,2,0,0,1,1,1,1,1,0,4,3,4,1,3,4,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,20.0
411,GP,4,4,mother,1,3,0,0,1,0,1,1,1,0,4,4,2,1,2,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,23.0
412,GP,4,2,mother,1,2,0,0,1,1,1,1,1,0,4,2,2,1,1,3,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,25.5
413,GP,1,1,other,2,2,2,0,1,1,1,0,1,1,5,3,3,5,2,4,21,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,11.5
414,GP,1,1,other,2,3,0,0,0,0,1,1,1,1,3,2,2,1,3,3,8,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,7.5
415,GP,4,4,other,1,1,1,0,1,0,1,1,1,1,3,2,5,4,4,5,5,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,15.0
416,GP,3,2,mother,1,2,0,0,1,0,1,1,1,0,4,4,4,1,2,5,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18.25
417,GP,3,2,father,1,3,0,0,1,0,1,1,1,1,4,3,4,1,2,2,5,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,15.25
418,GP,2,3,father,1,1,0,0,0,0,1,1,1,0,3,1,3,4,5,4,13,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,6.25
419,GP,2,1,mother,1,1,0,0,0,0,1,1,1,0,5,3,4,1,4,4,10,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,8.75
420,GP,2,2,mother,2,2,0,0,1,0,1,1,1,0,4,1,4,1,3,4,10,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,15.0
421,GP,1,0,mother,2,1,1,1,0,0,1,1,1,1,5,3,1,1,1,5,5,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,13.25
422,GP,3,2,mother,1,2,0,0,1,1,0,1,1,1,3,1,2,1,2,1,4,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,20.25
423,MS,1,3,father,2,1,0,0,1,0,1,0,1,1,4,3,3,1,3,5,11,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,12.0
424,MS,2,2,mother,2,2,0,0,1,1,1,1,1,0,4,4,4,1,1,5,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,23.0
425,MS,1,1,mother,1,1,1,0,1,0,1,1,0,1,4,1,3,1,1,2,6,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,13.5
426,MS,3,3,mother,2,1,0,0,1,0,1,1,1,0,5,4,4,2,3,5,4,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,18.5
427,MS,2,3,mother,2,2,0,0,0,0,1,1,0,0,4,5,2,1,2,5,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,15.25
428,MS,2,1,mother,2,1,0,0,0,0,1,0,0,0,1,3,4,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,-0.25
429,MS,4,4,mother,1,2,0,0,1,0,1,1,0,0,5,3,2,1,3,2,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,21.0
430,MS,1,2,mother,1,3,0,1,0,0,1,1,1,0,4,4,3,1,1,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12.75
431,MS,3,2,father,1,2,1,0,0,0,1,1,0,1,4,5,4,1,2,5,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,13.25
432,MS,1,1,father,1,1,1,0,1,0,0,0,1,0,5,4,4,2,2,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9.5
433,MS,4,4,mother,2,1,0,0,0,0,1,1,1,1,1,5,1,3,5,5,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,12.0
434,MS,2,2,mother,2,4,0,0,0,1,0,0,0,1,1,2,1,1,1,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,9.0
435,MS,1,1,father,2,2,0,0,1,0,1,1,1,0,5,4,3,1,2,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,15.5
436,MS,1,1,mother,2,1,1,0,1,0,1,1,1,1,4,4,3,1,2,2,4,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,12.5
437,MS,0,2,mother,2,1,0,0,1,1,1,1,0,0,3,2,3,1,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16.5
438,MS,2,3,mother,2,1,0,0,1,0,1,1,1,0,5,5,5,1,3,3,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,15.25
439,MS,3,3,father,2,1,0,0,0,0,0,1,1,0,4,1,3,1,1,4,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,15.5
440,MS,1,1,mother,2,2,0,0,1,1,1,1,0,1,5,4,5,4,5,3,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,11.5
441,MS,1,1,mother,1,2,0,0,0,0,0,1,1,0,4,4,3,2,4,5,4,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,7.5
442,MS,4,1,father,1,2,0,0,1,1,1,1,1,0,5,3,4,1,2,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,21.25
443,MS,4,1,father,1,2,0,0,1,1,1,1,1,0,5,3,4,1,2,2,7,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,21.25
444,MS,3,4,mother,3,2,0,0,0,0,0,1,0,0,3,4,5,1,2,5,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,13.75
445,MS,1,1,mother,4,2,0,0,1,1,1,1,0,1,5,4,5,2,4,4,8,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,15.5
446,MS,3,3,father,1,2,0,0,1,1,1,1,1,0,5,3,3,1,1,5,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,27.5
447,MS,2,1,mother,3,1,0,0,0,1,1,0,0,1,5,5,5,5,5,3,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.75
448,MS,4,4,mother,2,3,0,0,0,1,1,1,1,1,4,2,2,1,1,4,6,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,24.0
449,MS,1,2,mother,2,1,0,0,0,0,1,1,0,0,5,1,2,1,1,1,3,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,10.75
450,MS,2,3,mother,3,2,0,0,1,0,1,1,1,0,4,5,4,1,2,1,2,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,14.25
451,MS,1,2,father,2,2,0,0,0,0,1,1,0,0,4,3,3,1,1,5,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,12.75
452,MS,2,2,mother,3,2,0,0,1,0,1,1,1,0,4,4,5,1,1,4,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,16.0
453,MS,1,2,mother,1,3,1,0,1,0,1,1,0,0,1,3,2,1,2,4,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,13.75
454,MS,1,2,mother,1,3,1,0,1,0,1,1,0,0,1,3,2,1,2,4,3,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,13.75
455,MS,2,1,mother,1,2,0,1,1,0,0,1,1,0,4,4,2,3,3,2,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,11.75
456,MS,1,1,father,1,2,0,0,1,0,0,1,0,1,5,4,3,2,1,2,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,13.5
457,MS,1,2,mother,1,1,0,0,1,1,1,1,1,0,5,5,5,5,5,3,4,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,11.75
458,MS,1,1,father,4,4,0,0,1,0,0,1,1,0,4,3,2,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,13.5
459,MS,1,1,father,4,3,0,1,1,0,1,1,0,0,4,4,3,1,1,5,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,16.5
460,MS,1,1,father,2,2,0,0,1,1,1,1,1,0,4,3,3,1,1,2,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,18.5
461,MS,1,1,mother,2,1,0,0,0,1,1,1,1,1,4,2,2,4,3,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,9.5
462,MS,1,1,father,3,2,0,0,1,0,1,1,0,0,4,2,1,1,2,2,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,14.5
463,MS,2,2,father,1,3,0,1,1,0,1,1,0,0,4,4,3,2,2,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17.0
464,MS,1,1,father,2,1,0,0,0,1,1,1,0,0,3,4,4,3,4,5,6,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,9.5
465,MS,1,2,father,1,2,1,0,1,1,1,1,1,1,3,4,4,2,3,5,9,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,17.75
466,MS,3,1,mother,2,1,0,0,1,0,1,1,0,0,3,2,3,1,3,4,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,15.0
467,MS,2,2,father,3,2,0,0,1,1,1,1,1,0,5,3,4,1,1,2,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,21.0
468,MS,2,2,mother,3,1,0,0,0,0,1,1,0,0,4,3,3,1,2,4,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,12.0
469,MS,4,4,father,1,2,0,0,1,1,1,1,0,1,4,3,1,1,1,3,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,29.0
470,MS,3,3,mother,1,2,0,0,1,0,1,1,1,1,4,5,4,1,1,1,4,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,16.5
471,MS,2,2,mother,2,2,1,0,1,1,0,1,0,0,4,4,4,2,3,5,2,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,20.0
472,MS,2,2,father,3,1,0,0,1,1,1,1,0,1,4,3,2,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,24.0
473,MS,2,1,mother,2,1,0,0,1,1,1,1,1,0,2,4,3,2,3,4,4,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,16.75
474,MS,1,3,father,3,1,0,0,1,1,1,1,1,0,4,2,4,3,5,3,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,15.0
475,MS,2,2,mother,2,3,0,0,1,1,1,1,0,0,5,3,2,1,1,4,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,25.0
476,MS,2,1,mother,1,1,0,0,1,0,1,1,1,1,5,4,3,1,1,5,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,18.75
477,MS,3,3,father,2,1,0,0,1,1,0,1,1,0,4,3,3,2,4,3,11,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,20.5
478,MS,1,1,father,2,2,3,1,1,0,1,1,0,0,3,4,3,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,11.5
479,MS,2,2,mother,1,1,0,0,1,1,1,0,0,0,4,5,3,1,1,5,4,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,19.0
480,MS,2,3,other,1,1,1,0,0,0,1,0,1,1,4,4,4,1,1,2,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,6.25
481,MS,2,1,mother,3,1,0,0,1,1,1,0,0,1,5,5,3,1,1,3,2,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,16.75
482,MS,1,1,mother,2,1,0,0,1,0,1,0,0,1,5,2,1,1,3,4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,11.5
483,MS,2,2,father,3,2,0,0,1,0,1,0,1,0,3,4,5,1,2,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,6.0
484,MS,2,2,mother,1,1,0,0,1,0,1,0,0,0,4,3,4,1,2,1,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.0
485,MS,2,2,mother,2,2,0,0,1,0,1,1,1,0,4,3,5,1,2,4,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,15.0
486,MS,2,2,father,1,1,1,0,1,1,0,1,1,0,4,4,3,1,4,3,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,19.0
487,MS,3,2,other,2,3,2,0,1,0,0,0,0,1,3,3,2,1,1,2,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12.25
488,MS,1,1,mother,1,3,1,0,0,1,1,0,0,1,5,3,1,1,1,3,6,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,12.5
489,MS,1,1,mother,2,1,1,0,0,1,1,0,1,0,4,4,3,3,4,4,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,5.5
490,MS,1,1,mother,2,1,1,0,0,0,0,0,1,1,3,2,3,1,1,2,4,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,2.5
491,MS,1,1,other,2,2,1,0,1,0,1,1,1,1,1,1,4,4,1,1,12,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,5.5
492,MS,2,2,mother,1,2,0,0,0,0,0,1,0,1,3,3,2,1,1,3,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,12.0
493,MS,0,1,father,2,1,0,0,0,1,0,1,0,0,2,4,4,3,5,5,5,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,6.25
494,MS,1,2,mother,1,2,0,0,0,1,1,0,1,0,4,4,5,1,3,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,6.75
495,MS,3,3,mother,1,1,0,0,0,1,1,0,1,1,4,5,4,1,1,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,14.5
496,MS,1,1,mother,1,1,0,0,1,1,1,1,1,1,4,4,4,2,2,4,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,17.5
497,MS,3,3,mother,2,4,1,0,1,1,1,1,0,0,5,4,5,3,4,5,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,20.5
498,MS,2,1,mother,1,2,0,0,1,1,1,1,1,0,5,3,3,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,19.75
499,MS,2,2,mother,1,1,0,0,1,1,1,1,0,1,4,2,5,1,2,5,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,21.0
500,MS,1,2,father,1,1,1,0,1,1,1,0,1,1,5,3,5,5,5,1,12,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,4.75
501,MS,4,3,father,1,1,0,0,0,1,1,1,1,0,4,2,5,1,5,5,8,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,16.75
502,MS,2,2,mother,3,4,1,0,1,0,1,1,0,0,1,3,5,3,5,3,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,6.0
503,MS,1,1,other,1,4,0,1,1,1,1,1,1,0,2,2,1,1,1,5,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,21.5
504,MS,2,2,mother,1,3,0,0,0,0,1,1,1,1,5,4,5,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,9.0
505,MS,1,1,mother,2,1,0,0,1,1,0,1,1,1,4,4,5,1,2,5,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,18.5
506,MS,3,3,mother,2,2,1,0,0,1,1,1,1,1,3,3,4,2,4,3,8,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,13.5
507,MS,1,1,father,1,3,0,0,1,0,1,1,0,1,4,3,3,1,1,3,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,14.5
508,MS,2,2,mother,3,1,1,0,1,0,0,1,1,0,4,4,5,1,2,5,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,16.0
509,MS,1,1,father,3,2,0,0,1,0,1,1,0,0,5,3,2,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,14.5
510,MS,2,2,mother,2,2,0,0,1,1,1,1,0,0,5,3,2,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,22.0
511,MS,1,0,mother,2,2,0,0,0,0,1,1,1,1,4,4,5,1,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.25
512,MS,1,1,mother,1,2,1,0,1,0,1,1,1,1,4,3,2,1,1,5,9,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,17.5
513,MS,3,1,mother,1,1,0,0,0,1,1,1,1,0,3,1,3,1,3,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,12.0
514,MS,3,2,mother,1,1,0,0,0,0,1,1,1,0,3,1,3,1,4,3,2,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,9.25
