,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,address_type_Urban,famsize_BIG_FAMILY,Pstatus_Together,Mjob_at_home,Mjob_health,Mjob_services,Mjob_teacher,Fjob_at_home,Fjob_health,Fjob_services,Fjob_teacher,reason_course,reason_home,reason_reputation,tutor,guardian_father,guardian_mother,school_MS,super
341,4,4,1,2,1,0,1,1,1,1,1,0,4,3,3,2,2,2,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,24.0
342,3,4,1,2,0,0,0,1,1,1,1,1,4,3,3,1,3,5,11,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,20.75
343,2,2,1,2,1,0,1,0,1,1,1,1,3,3,1,1,2,4,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,18.0
344,2,3,1,3,0,0,1,0,1,1,1,0,4,3,3,1,2,3,4,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,17.25
345,3,2,1,3,0,0,0,0,1,1,1,1,5,4,3,2,3,1,7,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,9.25
346,4,3,1,3,0,0,0,0,1,1,1,1,5,3,2,1,2,4,9,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,17.75
347,4,3,1,3,0,0,1,0,1,1,1,1,5,4,5,2,3,5,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,18.75
348,4,3,1,3,0,0,1,1,1,1,1,1,4,4,3,1,3,4,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,24.75
349,3,2,2,1,1,0,1,0,0,1,1,0,2,5,5,5,5,5,10,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,8.25
350,1,1,3,2,3,0,0,0,1,1,1,0,5,4,4,3,3,2,8,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,4.5
351,3,3,2,2,0,0,1,0,1,1,1,0,4,5,4,2,3,3,2,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,15.5
352,1,3,1,1,1,0,0,0,1,0,1,1,4,3,3,2,3,3,7,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,4.0
353,1,1,3,1,1,0,1,0,1,1,1,0,4,4,4,3,3,5,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,11.5
354,4,3,2,2,0,0,1,1,0,1,1,1,4,5,5,1,3,2,4,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,20.75
355,3,3,1,2,0,0,1,0,1,1,0,1,5,3,4,1,1,5,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,21.5
356,4,4,2,2,0,0,1,1,1,1,1,0,4,3,3,1,2,5,4,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,28.0
357,3,2,2,2,0,0,0,0,1,1,0,1,1,2,3,1,2,5,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,11.25
358,1,1,2,1,0,0,0,0,0,1,1,1,3,3,2,1,2,3,4,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,8.5
359,1,1,2,3,0,0,0,0,1,1,1,0,5,3,2,1,1,4,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,12.5
360,1,4,3,2,0,0,0,0,1,1,0,1,4,3,4,1,4,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,11.25
361,1,1,2,2,1,0,0,1,0,0,0,0,4,4,3,2,3,5,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8.5
362,3,3,2,2,0,0,1,0,1,1,1,1,4,3,2,1,3,3,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,18.5
363,4,4,1,2,0,0,1,1,1,1,1,1,2,3,4,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,22.0
364,1,2,2,2,0,0,0,0,0,1,0,0,3,2,2,1,2,3,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,9.75
365,1,3,2,2,0,0,1,0,1,1,0,0,3,3,4,2,4,3,4,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,11.0
366,4,4,2,3,0,0,0,0,1,1,1,1,4,2,2,2,2,5,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,18.0
367,1,1,3,1,1,0,1,0,1,1,1,1,5,2,1,1,2,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,14.5
368,2,3,2,1,0,0,1,0,1,1,1,1,5,2,3,1,2,4,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,19.25
369,4,4,3,2,0,0,1,0,0,1,1,1,3,2,2,4,2,5,10,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,20.0
370,3,2,2,2,2,0,0,1,1,1,0,1,3,2,2,1,1,3,4,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,18.25
371,1,2,3,1,0,0,1,1,1,0,1,1,4,3,3,2,3,3,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,12.75
372,2,2,1,3,0,0,0,1,1,1,0,1,3,4,3,1,1,3,8,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,16.0
373,1,2,1,1,0,0,0,1,1,1,1,0,3,5,5,1,3,1,14,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,8.75
374,4,4,2,3,0,0,0,0,1,1,1,0,5,4,4,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,15.0
375,1,1,4,3,0,0,0,0,1,1,1,0,4,3,2,1,2,4,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,10.5
376,4,2,2,3,2,0,1,0,0,1,1,1,5,4,3,1,1,3,4,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,20.5
377,4,4,1,2,0,0,0,1,1,1,1,0,5,4,3,3,4,2,4,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,17.0
378,3,3,1,2,0,0,0,0,1,1,1,1,4,1,3,1,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,11.5
379,3,1,1,2,0,0,1,1,0,1,1,0,4,5,4,2,3,1,17,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,16.0
380,4,4,1,2,0,0,0,1,0,1,1,0,3,2,4,1,4,2,4,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,16.0
381,2,1,2,1,0,0,0,1,0,1,1,1,4,4,3,1,3,5,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15.75
382,2,3,2,2,0,0,0,1,1,1,1,0,4,4,3,1,1,3,2,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,18.25
383,1,1,2,1,1,0,0,0,1,1,0,0,4,3,2,1,3,5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,10.5
384,4,2,2,1,1,0,0,0,1,1,0,0,5,4,3,4,3,3,14,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,10.5
385,2,2,2,3,0,0,0,0,1,1,0,0,5,3,3,1,3,4,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,12.0
386,4,4,3,1,0,0,1,1,1,1,1,1,4,4,3,2,2,5,7,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,27.0
387,2,3,1,3,1,0,0,1,0,1,1,0,5,4,2,1,2,5,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,21.25
388,3,1,1,2,0,0,1,0,1,1,1,0,4,3,4,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,14.0
389,1,1,2,2,1,0,0,1,1,1,0,0,1,1,1,1,1,5,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,15.5
390,2,2,1,2,2,0,1,0,1,1,0,0,5,5,4,4,5,4,11,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,11.0
391,3,1,2,1,0,0,0,0,0,1,1,0,2,4,5,3,4,2,3,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,2.0
392,1,1,1,1,3,0,0,0,0,1,0,0,5,5,3,3,3,3,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6.5
393,3,2,3,1,0,0,0,0,0,1,1,0,4,4,1,3,4,5,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,12.25
394,1,1,1,1,0,0,0,0,1,1,1,0,3,2,3,3,3,5,5,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,6.5
