,school,sex,age,Medu,Fedu,guardian,traveltime,studytime,failures,schoolsup,famsup,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,address_type_Urban,famsize_BIG_FAMILY,Pstatus_Together,Mjob_at_home,Mjob_health,Mjob_services,Mjob_teacher,Fjob_at_home,Fjob_health,Fjob_services,Fjob_teacher,reason_course,reason_home,reason_reputation,tutor
318,GP,F,17,3,4,father,1,3,0,0,1,1,0,1,1,0,4,3,4,2,5,5,0,11,11,10,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1
319,GP,F,18,4,4,mother,1,2,0,0,1,0,1,1,1,0,4,4,4,3,3,5,2,11,11,11,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1
320,GP,F,17,4,3,mother,1,2,0,0,1,0,1,1,1,1,5,2,2,1,2,5,23,13,13,13,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1
321,GP,F,17,2,2,mother,1,2,0,0,1,0,1,1,0,1,4,2,2,1,1,3,12,11,9,9,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
322,GP,F,17,2,2,mother,1,3,0,0,1,1,1,1,1,0,3,3,2,2,2,3,3,11,11,11,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
323,GP,F,17,3,1,father,1,3,0,0,1,0,0,1,1,0,3,4,3,2,3,5,1,12,14,15,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0
324,GP,F,17,0,2,father,2,3,0,0,0,0,1,1,1,0,3,3,3,2,3,2,0,16,15,15,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0
325,GP,M,18,4,4,mother,1,3,0,0,0,1,1,1,1,0,4,3,3,2,2,3,3,9,12,11,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
326,GP,M,17,3,3,mother,1,1,0,0,0,1,0,1,1,0,4,3,5,3,5,5,3,14,15,16,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0
327,GP,M,17,2,2,mother,4,1,0,0,1,0,1,1,1,0,4,4,5,5,5,4,8,11,10,10,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
328,GP,F,17,4,4,mother,1,3,0,0,1,1,1,1,1,0,5,4,4,1,3,4,7,10,9,9,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1
329,GP,F,17,4,4,mother,2,3,0,0,1,0,0,1,1,1,4,3,3,1,2,4,4,14,14,14,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1
330,GP,M,18,2,2,mother,1,4,0,0,1,1,1,1,1,0,4,5,5,2,4,5,2,9,8,8,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
331,GP,F,17,2,4,father,1,3,0,0,1,0,1,1,1,1,4,4,3,1,1,5,7,12,14,14,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
332,GP,F,18,3,3,mother,1,2,0,0,0,1,1,1,1,0,5,3,4,1,1,4,0,7,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0
333,GP,F,18,2,2,other,1,2,0,0,0,1,0,1,1,1,4,3,3,1,1,2,0,8,8,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
334,GP,F,18,2,2,mother,2,4,0,0,0,1,1,1,0,0,4,4,4,1,1,4,0,10,9,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
335,GP,F,17,3,4,mother,1,3,0,0,0,0,1,1,1,0,4,4,5,1,3,5,16,16,15,15,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0
336,GP,F,19,3,1,other,1,3,1,0,0,0,1,1,0,0,5,4,3,1,2,5,12,14,13,13,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
337,GP,F,17,3,2,mother,1,2,0,0,1,0,1,1,1,1,4,3,2,2,3,2,0,7,8,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1
338,GP,F,18,3,3,mother,1,4,0,0,1,0,1,1,1,0,5,3,3,1,1,1,7,16,15,17,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
339,GP,F,17,3,2,mother,1,2,0,0,1,0,1,1,1,0,4,3,3,2,3,2,4,9,10,10,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
340,GP,F,19,2,1,other,1,3,1,0,0,1,1,1,1,1,4,3,4,1,3,3,4,11,12,11,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1
341,GP,M,18,4,4,father,1,2,1,0,1,1,1,1,1,0,4,3,3,2,2,2,0,10,10,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0
342,GP,M,18,3,4,mother,1,2,0,0,0,1,1,1,1,1,4,3,3,1,3,5,11,16,15,15,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
343,GP,F,17,2,2,father,1,2,1,0,1,0,1,1,1,1,3,3,1,1,2,4,0,9,8,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0
344,GP,F,18,2,3,mother,1,3,0,0,1,0,1,1,1,0,4,3,3,1,2,3,4,11,10,10,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
345,GP,F,18,3,2,mother,1,3,0,0,0,0,1,1,1,1,5,4,3,2,3,1,7,13,13,14,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
346,GP,M,18,4,3,mother,1,3,0,0,0,0,1,1,1,1,5,3,2,1,2,4,9,16,15,16,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0
347,GP,M,18,4,3,mother,1,3,0,0,1,0,1,1,1,1,5,4,5,2,3,5,0,10,10,9,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1
348,GP,F,17,4,3,mother,1,3,0,0,1,1,1,1,1,1,4,4,3,1,3,4,0,13,15,15,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1
349,MS,M,18,3,2,mother,2,1,1,0,1,0,0,1,1,0,2,5,5,5,5,5,10,11,13,13,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
350,MS,M,19,1,1,other,3,2,3,0,0,0,1,1,1,0,5,4,4,3,3,2,8,8,7,8,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
351,MS,M,17,3,3,mother,2,2,0,0,1,0,1,1,1,0,4,5,4,2,3,3,2,13,13,13,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1
352,MS,M,18,1,3,mother,1,1,1,0,0,0,1,0,1,1,4,3,3,2,3,3,7,8,7,8,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0
353,MS,M,19,1,1,other,3,1,1,0,1,0,1,1,1,0,4,4,4,3,3,5,4,8,8,8,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
354,MS,M,17,4,3,mother,2,2,0,0,1,1,0,1,1,1,4,5,5,1,3,2,4,13,11,11,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1
355,MS,F,18,3,3,father,1,2,0,0,1,0,1,1,0,1,5,3,4,1,1,5,0,10,9,9,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0
356,MS,F,17,4,4,father,2,2,0,0,1,1,1,1,1,0,4,3,3,1,2,5,4,12,13,13,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1
357,MS,F,17,3,2,mother,2,2,0,0,0,0,1,1,0,1,1,2,3,1,2,5,2,12,12,11,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
358,MS,M,18,1,1,father,2,1,0,0,0,0,0,1,1,1,3,3,2,1,2,3,4,10,10,10,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
359,MS,F,18,1,1,father,2,3,0,0,0,0,1,1,1,0,5,3,2,1,1,4,0,18,16,16,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0
360,MS,F,18,1,4,mother,3,2,0,0,0,0,1,1,0,1,4,3,4,1,4,5,0,13,13,13,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
361,MS,M,18,1,1,mother,2,2,1,0,0,1,0,0,0,0,4,4,3,2,3,5,2,13,12,12,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
362,MS,F,18,3,3,mother,2,2,0,0,1,0,1,1,1,1,4,3,2,1,3,3,0,11,11,10,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
363,MS,F,17,4,4,mother,1,2,0,0,1,1,1,1,1,1,2,3,4,1,1,1,0,16,15,15,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1
364,MS,F,17,1,2,father,2,2,0,0,0,0,0,1,0,0,3,2,2,1,2,3,0,12,11,12,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
365,MS,M,18,1,3,mother,2,2,0,0,1,0,1,1,0,0,3,3,4,2,4,3,4,10,10,10,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1
366,MS,M,18,4,4,mother,2,3,0,0,0,0,1,1,1,1,4,2,2,2,2,5,0,13,13,13,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
367,MS,F,17,1,1,mother,3,1,1,0,1,0,1,1,1,1,5,2,1,1,2,1,0,7,6,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1
368,MS,F,18,2,3,father,2,1,0,0,1,0,1,1,1,1,5,2,3,1,2,4,0,11,10,10,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1
369,MS,F,18,4,4,father,3,2,0,0,1,0,0,1,1,1,3,2,2,4,2,5,10,14,12,11,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
370,MS,F,19,3,2,other,2,2,2,0,0,1,1,1,0,1,3,2,2,1,1,3,4,7,7,9,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
371,MS,M,18,1,2,father,3,1,0,0,1,1,1,0,1,1,4,3,3,2,3,3,3,14,12,12,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
372,MS,F,17,2,2,mother,1,3,0,0,0,1,1,1,0,1,3,4,3,1,1,3,8,13,11,11,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0
373,MS,F,17,1,2,mother,1,1,0,0,0,1,1,1,1,0,3,5,5,1,3,1,14,6,5,5,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
374,MS,F,18,4,4,mother,2,3,0,0,0,0,1,1,1,0,5,4,4,1,1,1,0,19,18,19,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
375,MS,F,18,1,1,mother,4,3,0,0,0,0,1,1,1,0,4,3,2,1,2,4,2,8,8,10,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
376,MS,F,20,4,2,other,2,3,2,0,1,0,0,1,1,1,5,4,3,1,1,3,4,15,14,15,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1
377,MS,F,18,4,4,mother,1,2,0,0,0,1,1,1,1,0,5,4,3,3,4,2,4,8,9,10,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
378,MS,F,18,3,3,mother,1,2,0,0,0,0,1,1,1,1,4,1,3,1,2,1,0,15,15,15,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1
379,MS,F,17,3,1,mother,1,2,0,0,1,1,0,1,1,0,4,5,4,2,3,1,17,10,10,10,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1
380,MS,M,18,4,4,father,1,2,0,0,0,1,0,1,1,0,3,2,4,1,4,2,4,15,14,14,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1
381,MS,M,18,2,1,mother,2,1,0,0,0,1,0,1,1,1,4,4,3,1,3,5,5,7,6,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
382,MS,M,17,2,3,father,2,2,0,0,0,1,1,1,1,0,4,4,3,1,1,3,2,11,11,10,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0
383,MS,M,19,1,1,mother,2,1,1,0,0,0,1,1,0,0,4,3,2,1,3,5,0,6,5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
384,MS,M,18,4,2,father,2,1,1,0,0,0,1,1,0,0,5,4,3,4,3,3,14,6,5,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1
385,MS,F,18,2,2,mother,2,3,0,0,0,0,1,1,0,0,5,3,3,1,3,4,2,10,9,10,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
386,MS,F,18,4,4,mother,3,1,0,0,1,1,1,1,1,1,4,4,3,2,2,5,7,6,5,6,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1
387,MS,F,19,2,3,mother,1,3,1,0,0,1,0,1,1,0,5,4,2,1,2,5,0,7,5,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
388,MS,F,18,3,1,mother,1,2,0,0,1,0,1,1,1,0,4,3,4,1,1,1,0,7,9,8,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1
389,MS,F,18,1,1,mother,2,2,1,0,0,1,1,1,0,0,1,1,1,1,1,5,0,6,5,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
390,MS,M,20,2,2,other,1,2,2,0,1,0,1,1,0,0,5,5,4,4,5,4,11,9,9,9,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
391,MS,M,17,3,1,mother,2,1,0,0,0,0,0,1,1,0,2,4,5,3,4,2,3,14,16,16,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
392,MS,M,21,1,1,other,1,1,3,0,0,0,0,1,0,0,5,5,3,3,3,3,3,10,8,7,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
393,MS,M,18,3,2,mother,3,1,0,0,0,0,0,1,1,0,4,4,1,3,4,5,0,11,12,10,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
394,MS,M,19,1,1,father,1,1,0,0,0,0,1,1,1,0,3,2,3,3,3,5,5,8,9,9,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
